customer_id,frequency,monetary,category_diversity
1003817,30,280641,7
1003818,22,230183,8
1003819,69,755508,10
1003820,31,441308,9
1003821,393,2829585,17
1003822,97,965895,14
1003823,352,3809263,15
1003824,584,4622434,17
1003825,280,2079067,17
1003826,14,128306,5
1003827,96,991347,12
1003828,21,304636,7
1003829,451,3339504,15
1003830,72,693722,9
1003831,70,669356,9
1003832,57,528171,10
1003833,160,1686874,15
1003834,310,3436836,14
1003835,50,542832,10
1003836,280,2512923,14
1003837,110,856613,11
1003838,12,84320,4
1003839,59,617644,9
1003840,40,388518,7
1003841,698,6044415,19
1003842,351,2838689,16
1003843,31,133988,6
1003844,75,599469,10
1003845,38,398325,10
1003846,36,302041,5
1003847,254,1956536,12
1003848,41,402661,8
1003849,38,369358,8
1003850,224,2233172,15
1003851,45,354290,10
1003852,33,352113,9
1003853,183,2423351,13
1003854,43,473724,9
1003855,59,697389,9
1003856,28,279288,8
1003857,25,237302,5
1003858,101,984958,9
1003859,173,1975138,12
1003860,87,939799,14
1003861,26,281070,7
1003862,21,201857,6
1003863,16,204460,4
1003864,126,1419191,16
1003865,31,178697,9
1003866,48,434659,11
1003868,163,1462146,14
1003869,27,179695,8
1003870,14,106077,5
1003871,68,468067,7
1003872,29,314540,7
1003873,49,453235,12
1003874,73,1016365,8
1003875,31,302417,10
1003876,20,189889,8
1003877,16,185802,7
1003878,281,2915995,17
1003879,19,166909,8
1003880,36,318528,10
1003881,44,319281,5
1003882,108,1084922,6
1003883,9,49349,5
1003884,372,2625364,17
1003885,343,3630036,17
1003886,44,499883,9
1003887,175,1504347,11
1003888,72,622607,14
1003889,79,856437,11
1003890,49,478478,9
1003891,54,508869,11
1003892,285,2800460,17
1003893,34,238707,10
1003894,95,942900,13
1003895,34,257901,9
1003896,81,714580,11
1003897,15,170895,5
1003898,62,598848,12
1003899,29,252469,6
1003900,224,2112627,10
1003901,41,353478,7
1003902,94,1746322,6
1003903,93,832194,10
1003904,53,537549,8
1003905,39,426211,6
1003906,39,533883,3
1003907,33,249836,7
1003908,94,794183,12
1003909,46,386414,9
1003910,140,1478302,15
1003911,17,172888,8
1003912,58,730356,12
1003913,82,722967,11
1003914,72,843972,10
1003915,13,108865,3
1003916,290,2899995,14
1003917,58,586372,9
1003918,14,121259,7
1003919,36,413611,8
1003920,34,420486,8
1003921,46,433413,9
1003922,95,701411,6
1003923,49,574829,12
1003924,38,370751,11
1003925,61,664740,12
1003927,88,882873,14
1003928,13,136549,5
1003929,347,3105976,13
1003930,96,1040292,16
1003931,146,1414837,17
1003932,19,186059,8
1003933,16,150655,8
1003934,357,2278566,13
1003935,101,919284,9
1003936,23,213023,8
1003937,41,542072,5
1003938,48,513298,10
1003939,15,164309,7
1003940,266,2440164,15
1003941,30,254722,5
1003942,337,2370980,14
1003943,36,293277,8
1003944,27,190348,8
1003945,292,2357711,14
1003946,148,1467886,9
1003947,53,624477,11
1003948,55,366008,7
1003949,47,407432,7
1003950,47,282562,9
1003951,110,1407141,6
1003952,31,278113,8
1003953,138,1462953,11
1003954,24,274015,6
1003955,85,1059521,6
1003956,17,188993,8
1003957,206,2022583,17
1003958,99,890619,10
1003959,17,76712,8
1003960,12,97393,4
1003961,142,1282578,10
1003962,37,381069,10
1003963,280,2772580,18
1003964,38,499260,5
1003965,169,1845363,16
1003966,30,250438,8
1003967,236,1501681,11
1003968,51,721227,5
1003969,10,87549,6
1003970,151,1365468,12
1003971,201,1635171,13
1003972,15,128558,6
1003973,37,377752,9
1003974,65,632984,12
1003975,53,516318,12
1003976,154,1253796,10
1003977,15,128291,8
1003978,77,947776,11
1003979,62,595068,7
1003980,27,183255,5
1003981,108,870897,14
1003982,44,378034,8
1003983,83,696207,10
1003984,35,442196,3
1003985,186,1449509,13
1003986,29,221442,5
1003987,32,208088,9
1003988,123,960906,10
1003989,115,1060499,8
1003990,35,301602,10
1003991,25,235326,8
1003992,257,2808359,11
1003993,200,1608146,12
1003994,111,1209200,11
1003995,90,1054386,10
1003996,58,843545,9
1003997,185,2024395,10
1003998,190,1199641,10
1003999,405,3460965,15
1004000,38,414074,8
1004001,236,1634346,10
1004002,29,375123,3
1004003,24,275717,12
1004004,72,729834,5
1004005,136,1417991,13
1004006,96,1085469,12
1004007,312,2447282,14
1004008,18,126397,7
1004009,165,1032480,7
1004010,12,94402,7
1004011,28,172540,5
1004012,23,227736,6
1004013,126,1151555,13
1004014,123,1110657,9
1004015,59,476001,11
1004016,382,3048629,17
1004017,21,165115,6
1004018,83,1194312,4
1004019,10,75670,5
1004020,47,595186,5
1004021,439,4617716,14
1004022,244,2163517,13
1004023,54,466015,9
1004024,133,872130,13
1004025,17,152448,5
1004026,175,1549537,14
1004027,31,452845,9
1004028,307,2639480,13
1004029,42,304666,10
1004030,67,556319,12
1004031,30,263386,5
1004032,91,1308159,9
1004033,378,3578443,16
1004034,66,669839,11
1004035,34,379335,5
1004036,73,525865,9
1004037,31,226814,9
1004038,16,132536,5
1004039,34,402596,10
1004040,98,910999,11
1004041,485,4357233,14
1004042,242,2333608,16
1004043,82,795595,12
1004044,32,313566,8
1004045,21,178246,8
1004046,22,227662,8
1004047,30,485297,5
1004048,423,3918558,16
1004049,208,2279081,12
1004050,101,1114697,12
1004051,55,377603,9
1004052,21,235451,8
1004053,299,2706497,15
1004054,366,3384331,17
1004055,235,1912609,13
1004056,11,75931,5
1004057,23,207609,8
1004058,277,2451245,14
1004059,19,108873,5
1004060,133,1316414,12
1004061,20,176170,9
1004062,203,1849674,11
1004063,31,338881,6
1004064,558,4152813,17
1004065,13,202604,4
1004066,55,484721,12
1004067,41,276663,10
1004068,9,104817,7
1004069,17,209699,7
1004070,75,869242,11
1004071,57,514376,8
1004072,136,1280935,15
1004074,16,119333,5
1004075,31,354730,7
1004076,27,223448,3
1004077,130,1319038,10
1004078,141,1209401,15
1004079,266,2611175,17
1004080,50,608989,8
1004081,26,238591,7
1004082,75,636888,14
1004083,430,3482446,17
1004084,96,952395,11
1004085,453,4094743,15
1004086,185,1938500,12
1004087,32,230070,9
1004088,242,2003034,13
1004089,392,3848230,17
1004090,106,1012335,16
1004091,64,526756,13
1004092,39,286054,7
1004093,92,902859,16
1004094,151,1568731,14
1004097,20,139952,7
1004098,67,948155,7
1004099,70,648252,14
1004100,14,172518,4
1004101,53,544711,11
1004102,58,328503,5
1004103,76,598458,7
1004104,83,941681,9
1004105,33,194710,4
1004106,15,94472,6
1004107,195,2265435,11
1004108,18,171107,3
1004109,19,248036,6
1004110,15,150119,8
1004111,28,248563,8
1004112,166,1654271,10
1004113,20,213550,5
1004114,91,974011,10
1004115,283,2816358,15
1004116,235,2611597,14
1004117,120,1523172,14
1004118,120,1261040,15
1004119,37,360131,9
1004120,29,189606,6
1004121,78,812441,12
1004122,171,1590849,11
1004123,55,370729,10
1004124,149,1350161,10
1004125,27,156322,9
1004126,190,1875299,16
1004127,57,726058,7
1004128,34,276249,9
1004129,18,172397,6
1004130,106,1418637,7
1004131,70,722849,13
1004132,86,1047136,11
1004133,68,523343,10
1004134,63,513509,10
1004135,41,512109,11
1004136,22,336836,8
1004137,43,378063,7
1004138,42,503620,9
1004139,207,2003714,12
1004140,418,3560105,16
1004141,133,1392695,12
1004142,17,129173,9
1004143,20,316673,4
1004144,82,744150,11
1004145,18,162490,7
1004146,17,160783,6
1004147,29,423524,7
1004148,53,737840,4
1004149,24,242504,7
1004150,223,1926363,17
1004152,78,779474,15
1004153,90,985855,5
1004154,15,146300,7
1004155,41,414898,10
1004156,203,2737648,10
1004157,31,259381,8
1004158,13,105279,6
1004159,10,91575,8
1004160,76,764187,9
1004161,241,1949213,16
1004162,72,682139,9
1004163,11,121799,7
1004164,27,273939,11
1004165,30,218914,8
1004166,12,76492,6
1004167,281,2815284,16
1004168,55,569871,7
1004170,54,551429,10
1004171,86,645403,9
1004172,40,425438,9
1004173,36,444779,5
1004174,22,299654,8
1004175,58,482829,6
1004176,9,111651,6
1004177,82,1058708,11
1004178,9,62753,3
1004179,103,1076388,10
1004180,54,531531,14
1004181,72,465343,7
1004182,30,398460,9
1004183,209,1809154,13
1004184,16,127039,4
1004185,27,192080,6
1004186,349,2448401,13
1004187,36,413040,13
1004188,27,241663,9
1004189,18,204706,8
1004190,50,389899,11
1004191,17,166126,7
1004192,8,74610,4
1004193,142,1443905,13
1004194,101,842664,10
1004196,20,164195,8
1004197,14,130050,6
1004198,30,231643,7
1004199,26,256445,7
1004200,28,342596,8
1004201,16,210609,6
1004203,85,935533,10
1004204,148,1903560,15
1004205,26,255866,5
1004206,28,322874,9
1004207,129,1335285,8
1004208,26,268784,4
1004209,17,157881,8
1004210,64,766279,12
1004211,15,124677,6
1004213,218,2898747,15
1004214,20,171972,7
1004215,171,1641548,14
1004216,16,179050,9
1004217,215,2417147,13
1004218,50,438703,9
1004220,135,988439,12
1004221,56,585132,14
1004222,69,710606,8
1004223,92,786695,9
1004224,168,1450383,12
1004225,76,663978,9
1004226,20,192495,7
1004227,676,4836540,16
1004228,11,100315,5
1004229,27,249046,7
1004230,10,89800,5
1004231,35,339704,7
1004232,34,306063,8
1004233,79,781557,9
1004234,85,779109,12
1004235,76,714907,10
1004236,34,319915,10
1004237,67,783845,10
1004238,469,4350638,17
1004239,40,502597,9
1004240,39,383206,8
1004241,51,550254,11
1004242,75,940866,6
1004243,84,1126155,8
1004244,10,80924,3
1004245,56,661031,13
1004246,22,205272,3
1004247,48,508045,9
1004248,51,600850,9
1004249,58,573886,9
1004250,175,2156346,9
1004251,56,456898,10
1004252,53,551830,10
1004253,183,1629386,18
1004254,13,119846,6
1004255,27,258589,7
1004256,15,143655,8
1004257,77,567971,10
1004258,209,1883517,10
1004259,16,174728,6
1004260,176,1354381,12
1004261,165,1892804,6
1004262,25,250783,7
1004263,27,241548,7
1004264,14,153279,4
1004265,116,1223771,10
1004266,44,347340,9
1004267,22,157250,9
1004268,185,1390049,15
1004269,128,1136557,11
1004270,15,135287,7
1004271,308,2416522,16
1004272,62,674006,10
1004273,17,149081,4
1004274,89,685054,11
1004275,22,196983,10
1004276,50,445602,12
1004277,979,10536909,19
1004278,15,216140,2
1004279,274,2772732,13
1004280,41,386870,10
1004281,118,909025,10
1004282,18,143641,6
1004283,29,201449,7
1004284,84,879768,3
1004285,303,2927932,11
1004286,110,940186,12
1004287,161,2189401,10
1004288,16,153451,4
1004289,81,826938,11
1004290,31,334132,7
1004291,118,1414153,11
1004292,59,625802,9
1004293,25,276411,9
1004294,89,632462,11
1004295,24,102631,10
1004296,33,293082,9
1004297,25,216983,6
1004298,153,1575738,16
1004300,21,206175,6
1004301,18,198664,6
1004302,142,1334755,12
1004303,192,1907226,9
1004304,19,183498,5
1004305,383,3793000,14
1004306,45,488887,10
1004307,19,170268,6
1004308,60,520203,9
1004309,71,716633,9
1004310,176,1970968,15
1004311,45,381476,6
1004312,496,4256751,15
1004313,54,623959,6
1004314,19,213619,9
1004315,74,685169,10
1004316,22,204263,6
1004317,31,349522,8
1004318,262,2636413,15
1004319,25,234934,10
1004320,43,674038,5
1004321,27,252418,6
1004322,218,1913779,13
1004323,77,770082,8
1004324,19,245440,7
1004325,13,83072,6
1004326,68,502815,6
1004327,98,1227714,12
1004328,162,1647463,16
1004329,104,986320,12
1004330,24,196396,6
1004331,17,189137,8
1004332,15,152637,6
1004333,88,1115846,10
1004334,86,845704,11
1004335,269,2516143,15
1004336,68,521209,10
1004337,138,1222462,11
1004338,18,158509,7
1004339,35,433531,5
1004340,12,93987,6
1004341,21,215308,4
1004342,133,1561217,13
1004343,105,912835,12
1004344,705,5733683,16
1004345,321,2410609,16
1004346,43,419737,10
1004347,76,715692,12
1004348,21,160816,6
1004349,17,72650,8
1004350,33,360196,9
1004351,100,1402726,9
1004352,272,2282284,13
1004353,70,878028,8
1004354,364,3406586,18
1004355,28,308629,8
1004356,148,1464947,14
1004357,25,257004,8
1004358,19,143662,7
1004359,47,494230,10
1004360,138,701489,5
1004361,83,918657,14
1004362,141,1240553,11
1004363,110,1277715,13
1004365,13,83554,4
1004366,17,156123,6
1004367,73,667847,15
1004368,70,851024,11
1004369,25,250330,9
1004370,34,263285,6
1004371,68,566877,10
1004372,13,130633,4
1004373,170,1770654,16
1004374,70,867913,9
1004375,178,1636193,13
1004376,26,267933,6
1004377,110,1462363,7
1004378,63,558677,8
1004379,220,1802615,13
1004380,83,814131,10
1004381,254,2274438,13
1004382,59,457041,9
1004383,12,90863,3
1004384,155,1531231,12
1004385,15,107473,5
1004386,471,4384772,17
1004387,413,2937308,16
1004388,257,2812583,14
1004389,61,429169,8
1004390,157,1389262,7
1004391,20,163956,7
1004392,15,112975,5
1004393,12,126660,5
1004394,17,133778,5
1004395,13,140109,5
1004396,13,137543,5
1004397,41,342545,7
1004398,12,112492,6
1004399,20,114910,5
1004400,15,121027,4
1004401,127,1388355,13
1004402,19,168238,6
1004403,41,451714,8
1004404,218,1670612,14
1004405,25,287340,9
1004406,186,2100256,14
1004407,144,1153503,12
1004408,286,2404484,15
1004409,65,588275,11
1004410,15,139890,6
1004411,336,3184821,16
1004412,53,454333,10
1004413,15,134553,7
1004414,96,689454,10
1004415,69,738983,10
1004416,84,936553,11
1004417,72,981791,7
1004418,175,1519471,16
1004419,13,135425,6
1004420,26,311634,9
1004421,14,150520,4
1004422,253,2083552,14
1004423,30,354299,9
1004424,21,321763,5
1004425,501,3941878,18
1004426,43,342774,8
1004427,16,164493,6
1004428,37,321420,7
1004429,23,230465,11
1004430,177,961140,7
1004431,26,181400,7
1004432,41,352174,10
1004433,101,1097424,15
1004434,29,246225,6
1004435,28,228627,7
1004436,129,1128802,12
1004437,131,1044186,10
1004438,97,767640,14
1004439,24,193478,7
1004440,46,420129,9
1004441,18,138576,4
1004442,36,264444,11
1004443,41,303669,9
1004444,43,395496,9
1004445,80,555532,13
1004446,234,2026678,12
1004447,560,4555538,17
1004448,575,6566245,16
1004449,107,1163833,13
1004450,35,345260,8
1004451,164,1198743,13
1004452,99,861514,10
1004453,33,267377,11
1004454,94,801438,12
1004455,32,335776,11
1004456,89,844912,10
1004457,122,1521767,16
1004458,236,1903657,16
1004459,109,947832,9
1004460,88,864739,6
1004461,85,1225758,9
1004462,20,177678,7
1004463,12,118812,6
1004464,9,46681,6
1004465,50,344728,8
1004466,70,654919,12
1004467,110,763324,13
1004468,50,498233,8
1004469,20,207555,7
1004470,163,1844310,10
1004471,83,688981,12
1004472,264,2756087,15
1004473,241,2110258,16
1004474,17,282879,3
1004475,25,273807,8
1004476,115,962099,9
1004477,80,854148,11
1004478,237,1918711,14
1004479,35,483333,6
1004480,276,2076605,15
1004481,41,414706,7
1004482,448,4006774,18
1004483,102,761369,9
1004484,147,1324563,11
1004485,71,608022,9
1004486,30,69562,11
1004487,31,355108,5
1004488,198,1599446,12
1004489,248,2854065,14
1004490,214,2021517,17
1004491,93,1134991,11
1004492,12,113750,6
1004493,29,153725,10
1004494,41,512971,6
1004495,22,262150,6
1004496,105,1026797,12
1004497,264,2598857,16
1004498,93,837687,10
1004499,54,671347,10
1004500,19,144108,5
1004501,41,523667,9
1004502,188,1733735,15
1004503,23,192792,9
1004504,17,176311,4
1004505,167,1841505,14
1004506,299,2860876,18
1004507,133,1687208,11
1004508,651,5129726,17
1004509,131,1314153,14
1004510,691,5150373,17
1004511,85,1114632,9
1004512,79,1017253,7
1004513,24,260575,8
1004514,72,608431,10
1004515,14,183061,6
1004516,32,362922,9
1004517,230,1592656,15
1004518,48,614063,8
1004519,29,320919,9
1004520,170,1901389,12
1004521,132,1366594,14
1004522,112,940193,11
1004524,150,1379212,14
1004525,10,99191,3
1004526,96,893980,14
1004527,8,85280,4
1004528,31,251771,6
1004529,21,187698,6
1004530,36,285399,12
1004531,135,1253652,13
1004532,82,914204,9
1004533,30,304995,8
1004534,40,477293,8
1004535,214,2264468,6
1004536,16,218908,6
1004537,13,85036,4
1004538,26,155305,9
1004539,70,295996,16
1004540,35,260292,5
1004541,88,612452,6
1004542,15,153819,7
1004543,588,4642544,18
1004544,22,174513,5
1004545,18,191009,6
1004546,28,321552,11
1004547,17,126905,5
1004548,14,98951,7
1004549,15,88856,5
1004550,16,131743,8
1004551,48,475913,10
1004552,68,767216,9
1004553,33,272513,7
1004554,15,100983,6
1004555,47,385098,7
1004556,138,1112575,13
1004557,57,488728,8
1004558,13,121039,7
1004559,24,195264,5
1004560,159,1433004,15
1004561,66,587621,7
1004562,170,1355245,12
1004563,23,207926,7
1004564,14,146919,7
1004565,18,178981,7
1004566,82,796471,11
1004567,46,537179,10
1004568,172,1406715,16
1004569,56,744943,5
1004570,19,198926,8
1004571,52,520051,12
1004572,82,630815,8
1004573,81,790317,11
1004574,26,239325,8
1004575,74,365784,7
1004576,11,129768,7
1004577,106,731605,11
1004578,295,3017051,15
1004579,391,3415399,16
1004580,76,627469,8
1004581,46,341867,8
1004582,29,384376,9
1004583,17,124552,6
1004584,38,430535,12
1004585,175,2030340,13
1004586,31,233435,7
1004587,23,173472,9
1004588,20,140990,5
1004589,61,585431,7
1004590,26,283202,6
1004591,264,2484644,15
1004592,122,1178828,10
1004593,177,1219868,11
1004594,18,212682,7
1004595,46,588966,10
1004596,111,922341,12
1004597,11,88809,5
1004598,55,511633,14
1004599,34,287657,7
1004600,159,1476998,12
1004601,67,778726,7
1004602,42,361310,7
1004603,23,243473,7
1004604,39,323447,7
1004606,56,403412,9
1004607,302,3031467,15
1004608,47,349761,7
1004609,148,1150243,12
1004610,91,848399,8
1004611,203,1557613,13
1004612,20,148652,5
1004613,44,587976,9
1004614,11,92670,4
1004615,94,968117,12
1004616,15,137638,5
1004617,42,359850,8
1004618,40,474043,9
1004619,90,684937,11
1004620,72,659764,9
1004621,102,1089543,14
1004622,16,162984,3
1004623,21,219548,8
1004624,37,362769,8
1004625,48,458539,11
1004626,214,2019813,14
1004627,64,487077,7
1004628,12,81863,6
1004629,18,149047,5
1004630,18,144498,5
1004631,66,689734,10
1004632,40,428776,11
1004633,46,432347,5
1004634,53,780699,11
1004635,185,1797504,12
1004636,16,57805,6
1004637,206,1805226,14
1004638,19,162186,9
1004639,29,263804,5
1004640,72,607606,10
1004641,18,156869,4
1004642,22,206979,8
1004643,116,885018,14
1004644,88,810732,9
1004645,76,724870,15
1004646,24,186307,8
1004647,499,4591160,17
1004648,21,201520,9
1004649,25,287847,6
1004650,75,508679,12
1004651,24,317349,4
1004652,28,276118,10
1004653,224,1817052,17
1004654,41,345344,11
1004655,191,1632265,14
1004656,125,1375046,13
1004657,21,207405,5
1004658,331,2494652,14
1004659,118,1152134,12
1004660,20,163466,4
1004661,107,1244248,14
1004662,108,650792,9
1004663,220,1618870,10
1004664,19,159326,5
1004665,17,188139,8
1004666,195,1595581,15
1004667,26,277274,9
1004668,18,263428,5
1004669,22,177821,8
1004670,59,551685,13
1004671,86,1062229,11
1004672,15,111968,5
1004673,300,3238593,16
1004674,48,565614,9
1004675,181,1706001,12
1004676,16,138804,7
1004677,18,153140,6
1004678,51,517235,12
1004679,37,280273,11
1004680,180,1611434,13
1004681,91,859543,9
1004682,417,3636549,15
1004683,33,327021,3
1004685,95,723570,12
1004686,53,606618,10
1004687,75,835993,12
1004688,66,562855,10
1004689,41,432068,11
1004690,39,356274,5
1004691,46,373196,9
1004692,18,210268,5
1004693,32,312226,8
1004694,37,360230,12
1004695,19,106832,7
1004696,14,139705,6
1004697,87,848942,13
1004698,19,153217,7
1004699,90,1006053,9
1004701,31,367236,9
1004702,20,207053,9
1004703,15,138166,6
1004704,175,1118752,13
1004705,134,1194704,15
1004706,58,601504,7
1004707,23,162205,7
1004708,209,2079131,15
1004709,26,202243,4
1004710,24,208355,8
1004711,71,743158,9
1004712,23,126846,9
1004713,37,332453,8
1004714,36,267611,5
1004715,281,2714191,13
1004717,46,427387,11
1004718,74,630336,9
1004719,17,232606,5
1004720,20,178780,8
1004721,41,407311,11
1004722,22,260504,5
1004723,18,163086,7
1004724,18,174366,5
1004725,544,4689744,17
1004726,174,1487989,13
1004727,31,230538,7
1004728,414,3813161,15
1004729,120,1017710,9
1004730,13,132427,4
1004731,36,393986,6
1004732,387,4024095,16
1004733,65,788581,10
1004734,102,1159715,15
1004735,62,703674,10
1004736,185,1648098,15
1004737,65,698820,9
1004738,94,815021,14
1004739,62,573581,9
1004740,27,223944,8
1004741,14,181320,7
1004742,137,1218690,12
1004743,17,138693,9
1004744,31,295530,9
1004745,63,524907,11
1004746,50,457415,10
1004747,140,1659604,9
1004748,201,1914782,12
1004749,9,64640,5
1004750,140,1261480,12
1004751,21,167378,6
1004752,15,128742,6
1004753,45,398736,8
1004755,17,182207,5
1004756,21,186841,6
1004757,62,633197,13
1004758,18,142575,5
1004759,34,314865,10
1004760,41,474246,8
1004761,24,202285,8
1004762,33,259645,5
1004763,32,297860,6
1004764,29,262684,9
1004765,148,1397538,15
1004766,21,186496,8
1004767,27,193189,5
1004768,40,408028,8
1004769,38,373895,10
1004770,15,134330,6
1004771,283,2534722,16
1004772,59,625357,9
1004773,61,649133,11
1004774,112,1502208,12
1004775,17,142021,5
1004776,11,113809,6
1004777,22,304091,4
1004778,22,202908,7
1004779,102,982831,14
1004780,69,861632,11
1004781,28,227475,6
1004782,62,635724,13
1004783,32,414175,10
1004784,231,2002598,14
1004785,142,1348201,13
1004786,212,2181891,16
1004787,18,136343,7
1004788,173,1412861,10
1004789,168,1683364,13
1004790,217,1825680,16
1004791,145,1196110,13
1004792,16,149104,6
1004793,90,634213,11
1004794,58,681705,10
1004795,67,766920,13
1004796,209,1869773,17
1004797,32,282106,7
1004798,74,717811,12
1004799,37,272277,8
1004800,153,1389999,13
1004801,116,1848731,11
1004802,352,3424604,16
1004803,20,139644,6
1004804,30,222520,9
1004806,91,1074885,11
1004807,53,501457,12
1004808,524,4596891,17
1004809,91,794877,14
1004810,106,1200444,11
1004811,19,198968,10
1004812,86,1015469,5
1004813,68,592293,9
1004814,99,940323,10
1004815,123,1368625,15
1004817,45,579484,9
1004818,26,246373,8
1004819,313,2855437,16
1004820,15,112331,4
1004821,128,1071001,14
1004822,19,146736,7
1004823,261,2214878,15
1004824,138,1224130,13
1004825,25,324749,6
1004826,90,1022934,12
1004827,34,278358,8
1004828,49,392899,9
1004829,182,1860738,15
1004830,66,641039,8
1004831,137,1254553,13
1004832,78,713275,13
1004833,51,599280,11
1004834,156,1427202,14
1004836,36,291209,8
1004837,181,1356929,11
1004838,22,213096,7
1004839,11,66471,4
1004840,49,449719,11
1004841,56,606641,9
1004842,35,348455,10
1004843,72,685066,6
1004844,21,223433,8
1004845,95,811494,10
1004846,19,132242,6
1004847,46,511856,12
1004848,35,486757,5
1004849,87,815301,10
1004850,22,222654,7
1004851,17,136096,5
1004852,132,1173060,14
1004853,24,316950,5
1004854,98,835369,15
1004855,118,926987,10
1004856,56,613634,9
1004857,27,299510,7
1004858,61,690728,15
1004859,30,267224,6
1004860,20,194818,6
1004861,120,1288112,14
1004862,56,645386,8
1004863,20,143085,6
1004864,27,234136,7
1004865,143,1162483,7
1004866,33,263725,6
1004867,351,3273799,16
1004868,94,954431,11
1004869,172,1369756,12
1004870,64,566373,12
1004871,12,108545,6
1004872,18,151926,6
1004873,16,180787,7
1004874,22,315664,4
1004875,59,534997,9
1004876,22,211102,7
1004877,52,557778,10
1004878,25,186766,6
1004879,254,2212058,15
1004880,13,86300,4
1004881,11,108841,4
1004882,119,1218140,12
1004883,27,149529,8
1004884,227,2419301,13
1004885,18,250011,5
1004886,50,653643,11
1004887,233,1861125,12
1004888,159,1506422,15
1004889,146,1808669,11
1004890,109,809171,13
1004891,18,150704,6
1004892,63,586346,12
1004893,46,611107,8
1004894,27,315609,6
1004895,44,487177,10
1004896,30,227204,7
1004897,225,2260275,14
1004898,130,1384201,14
1004899,135,1184900,13
1004900,14,113988,6
1004901,104,1187816,9
1004902,80,707219,10
1004903,31,333930,8
1004904,222,2722481,17
1004905,60,498234,12
1004906,127,1483819,11
1004907,101,815502,13
1004908,66,734487,11
1004909,71,617038,12
1004910,30,336462,7
1004911,43,334151,7
1004912,12,80084,2
1004913,29,277601,8
1004914,31,255507,9
1004915,53,570688,11
1004916,93,419864,8
1004917,144,1103460,13
1004918,182,1732624,14
1004919,19,202156,7
1004920,28,345396,8
1004921,118,1298004,11
1004922,103,910524,12
1004923,16,138498,5
1004924,23,224011,6
1004925,26,223789,7
1004926,10,88392,6
1004927,71,825741,10
1004928,187,1384909,14
1004929,22,197191,11
1004930,59,532436,8
1004931,46,513422,10
1004933,169,1666985,15
1004934,104,724818,9
1004935,14,108870,6
1004936,28,279181,8
1004937,121,1115681,14
1004938,14,101507,7
1004939,97,840468,12
1004940,149,1334921,17
1004941,15,138749,7
1004942,160,1497459,16
1004943,13,103982,6
1004944,14,190509,7
1004945,83,788695,15
1004946,154,1271605,17
1004947,58,597364,14
1004948,288,2112647,18
1004949,19,196465,8
1004950,251,2121718,17
1004951,178,1653140,14
1004952,46,384721,10
1004953,113,1274872,14
1004954,79,532805,8
1004955,17,81201,4
1004956,130,1207068,15
1004957,416,3312522,18
1004958,257,2093816,18
1004960,42,417911,10
1004961,91,876154,12
1004962,136,1280641,14
1004963,79,727216,10
1004964,246,2181186,17
1004965,72,834098,5
1004966,31,433892,3
1004967,59,680003,9
1004968,11,162147,7
1004969,19,150456,9
1004970,20,177886,7
1004971,15,116918,4
1004972,189,1651406,14
1004973,102,854727,12
1004974,17,167910,7
1004975,88,924862,11
1004976,33,322906,10
1004977,102,880858,14
1004978,46,514124,12
1004979,498,3798201,16
1004980,112,975525,15
1004982,24,353095,6
1004983,85,825482,13
1004984,116,898492,9
1004985,87,1187686,9
1004986,17,242774,8
1004987,42,545667,4
1004988,17,145912,8
1004989,42,389969,8
1004990,30,348853,9
1004991,7,52371,3
1004992,11,104210,6
1004993,29,242832,8
1004994,68,838310,11
1004995,210,1708419,15
1004996,13,196881,5
1004997,30,196013,6
1004998,38,338798,8
1004999,35,319738,6
1005000,216,2418670,16
1005001,116,996711,11
1005002,143,1327902,12
1005003,21,279382,7
1005004,25,181347,4
1005005,242,1928522,15
1005006,22,243142,10
1005007,15,149249,9
1005008,115,1410383,14
1005009,37,375158,7
1005010,34,330055,6
1005011,329,3413020,15
1005012,12,63924,5
1005013,45,431994,9
1005014,77,747356,12
1005015,348,3352326,18
1005016,41,270493,9
1005017,19,246538,4
1005018,143,1311214,13
1005019,104,909887,13
1005020,52,585873,7
1005021,103,969625,14
1005023,69,494613,11
1005024,49,432195,13
1005025,66,654171,12
1005026,465,3547435,17
1005027,13,125405,7
1005028,15,101275,5
1005029,85,830422,10
1005030,14,138484,7
1005031,28,240545,5
1005032,60,489656,9
1005033,28,163363,9
1005034,83,986327,11
1005035,137,1216263,11
1005036,25,207038,11
1005037,67,643400,10
1005038,124,1071042,16
1005039,206,1358985,13
1005040,62,621267,8
1005041,55,566147,10
1005042,205,1494044,14
1005043,9,91125,6
1005044,79,657311,11
1005045,21,132912,6
1005046,494,4765825,18
1005047,187,1788615,13
1005048,49,449961,11
1005049,117,1184573,13
1005050,48,440927,8
1005051,15,117889,5
1005052,14,169608,8
1005053,128,1446313,11
1005054,409,3254705,16
1005055,26,243035,10
1005056,103,1122351,13
1005057,46,447507,7
1005058,29,217934,9
1005059,80,961243,12
1005060,49,429616,13
1005061,111,904639,9
1005062,13,152624,7
1005063,62,566955,13
1005064,62,694663,11
1005065,148,1409415,14
1005066,20,203684,8
1005067,22,195035,10
1005068,38,307904,5
1005069,18,332823,5
1005070,278,2394785,16
1005071,42,573280,9
1005072,32,351099,5
1005074,427,3674789,16
1005075,34,435935,9
1005076,61,516959,8
1005077,238,2124960,15
1005078,39,366943,9
1005079,42,351263,9
1005080,47,473323,9
1005081,60,530210,11
