customer_id,frequency,monetary,r_score,f_score,m_score,segment
1004511,85,1114632,2,4,4,At Risk
1004512,79,1017253,2,4,4,At Risk
1004513,24,260575,4,2,2,Potential
1004514,72,608431,2,3,3,At Risk
1004515,14,183061,5,1,1,Potential
1004516,32,362922,4,2,2,Potential
1004517,230,1592656,1,5,5,At Risk
1004518,48,614063,3,3,3,Loyal
1004519,29,320919,4,2,2,Potential
1004520,170,1901389,1,5,5,At Risk
1004521,132,1366594,2,4,5,At Risk
1004522,112,940193,2,4,4,At Risk
1004524,150,1379212,1,5,5,At Risk
1004525,10,99191,5,1,1,Potential
1004526,96,893980,2,4,4,At Risk
1004527,8,85280,5,1,1,Potential
1004528,31,251771,4,2,2,Potential
1004529,21,187698,5,1,1,Potential
1004530,36,285399,4,2,2,Potential
1004531,135,1253652,2,4,4,At Risk
1004532,82,914204,2,4,4,At Risk
1004533,30,304995,4,2,2,Potential
1004534,40,477293,3,2,3,Potential
1004535,214,2264468,1,5,5,At Risk
1004536,16,218908,5,1,2,Potential
1004537,13,85036,5,1,1,Potential
1004538,26,155305,4,2,1,Potential
1004539,70,295996,3,3,2,Loyal
1004540,35,260292,4,2,2,Potential
1004541,88,612452,2,4,3,At Risk
1004542,15,153819,5,1,1,Potential
1004543,588,4642544,1,5,5,At Risk
1004544,22,174513,4,1,1,Potential
1004545,18,191009,5,1,1,Potential
1004546,28,321552,4,2,2,Potential
1004547,17,126905,5,1,1,Potential
1004548,14,98951,5,1,1,Potential
1004549,15,88856,5,1,1,Potential
1004550,16,131743,5,1,1,Potential
1004551,48,475913,3,3,3,Loyal
1004552,68,767216,3,3,4,Loyal
1004553,33,272513,4,2,2,Potential
1004554,15,100983,5,1,1,Potential
1004555,47,385098,3,3,3,Loyal
1004556,138,1112575,2,4,4,At Risk
1004557,57,488728,3,3,3,Loyal
1004558,13,121039,5,1,1,Potential
1004559,24,195264,4,2,1,Potential
1004560,159,1433004,1,5,5,At Risk
1004561,66,587621,3,3,3,Loyal
1004562,170,1355245,1,5,4,At Risk
1004563,23,207926,4,2,2,Potential
1004564,14,146919,5,1,1,Potential
1004565,18,178981,5,1,1,Potential
1004566,82,796471,2,4,4,At Risk
1004567,46,537179,3,3,3,Loyal
1004568,172,1406715,1,5,5,At Risk
1004569,56,744943,3,3,4,Loyal
1004570,19,198926,5,1,1,Potential
1004571,52,520051,3,3,3,Loyal
1004572,82,630815,2,4,3,At Risk
1004573,81,790317,2,4,4,At Risk
1004574,26,239325,4,2,2,Potential
1004575,74,365784,2,4,2,At Risk
1004576,11,129768,5,1,1,Potential
1004577,106,731605,2,4,4,At Risk
1004578,295,3017051,1,5,5,At Risk
1004579,391,3415399,1,5,5,At Risk
1004580,76,627469,2,4,3,At Risk
1004581,46,341867,3,3,2,Loyal
1004582,29,384376,4,2,3,Potential
1004583,17,124552,5,1,1,Potential
1004584,38,430535,4,2,3,Potential
1004585,175,2030340,1,5,5,At Risk
1004586,31,233435,4,2,2,Potential
1004587,23,173472,4,2,1,Potential
1004588,20,140990,5,1,1,Potential
1004589,61,585431,3,3,3,Loyal
1004590,26,283202,4,2,2,Potential
1004591,264,2484644,1,5,5,At Risk
1004592,122,1178828,2,4,4,At Risk
1004593,177,1219868,1,5,4,At Risk
1004594,18,212682,5,1,2,Potential
1004595,46,588966,3,3,3,Loyal
1004596,111,922341,2,4,4,At Risk
1004597,11,88809,5,1,1,Potential
1004598,55,511633,3,3,3,Loyal
1004599,34,287657,4,2,2,Potential
1004600,159,1476998,1,5,5,At Risk
1004601,67,778726,3,3,4,Loyal
1004602,42,361310,3,3,2,Loyal
1004603,23,243473,4,2,2,Potential
1004604,39,323447,4,2,2,Potential
1004606,56,403412,3,3,3,Loyal
1004607,302,3031467,1,5,5,At Risk
1004608,47,349761,3,3,2,Loyal
1004609,148,1150243,1,5,4,At Risk
1004610,91,848399,2,4,4,At Risk
1004611,203,1557613,1,5,5,At Risk
1004612,20,148652,5,1,1,Potential
1004613,44,587976,3,3,3,Loyal
1004614,11,92670,5,1,1,Potential
1004615,94,968117,2,4,4,At Risk
1004616,15,137638,5,1,1,Potential
1004617,42,359850,3,3,2,Loyal
1004618,40,474043,3,2,3,Potential
1004619,90,684937,2,4,3,At Risk
1004620,72,659764,2,3,3,At Risk
1004621,102,1089543,2,4,4,At Risk
1004622,16,162984,5,1,1,Potential
1004623,21,219548,5,1,2,Potential
1004624,37,362769,4,2,2,Potential
1004625,48,458539,3,3,3,Loyal
1004626,214,2019813,1,5,5,At Risk
1004627,64,487077,3,3,3,Loyal
1004628,12,81863,5,1,1,Potential
1004629,18,149047,5,1,1,Potential
1004630,18,144498,5,1,1,Potential
1004631,66,689734,3,3,3,Loyal
1004632,40,428776,3,2,3,Potential
1004633,46,432347,3,3,3,Loyal
1004634,53,780699,3,3,4,Loyal
1004635,185,1797504,1,5,5,At Risk
1004636,16,57805,5,1,1,Potential
1004637,206,1805226,1,5,5,At Risk
1004638,19,162186,5,1,1,Potential
1004639,29,263804,4,2,2,Potential
1004640,72,607606,2,3,3,At Risk
1004641,18,156869,5,1,1,Potential
1004642,22,206979,4,1,2,Potential
1004643,116,885018,2,4,4,At Risk
1004644,88,810732,2,4,4,At Risk
1004645,76,724870,2,4,4,At Risk
1004646,24,186307,4,2,1,Potential
1004647,499,4591160,1,5,5,At Risk
1004648,21,201520,5,1,1,Potential
1004649,25,287847,4,2,2,Potential
1004650,75,508679,2,4,3,At Risk
1004651,24,317349,4,2,2,Potential
1004652,28,276118,4,2,2,Potential
1004653,224,1817052,1,5,5,At Risk
1004654,41,345344,3,3,2,Loyal
1004655,191,1632265,1,5,5,At Risk
1004656,125,1375046,2,4,5,At Risk
1004657,21,207405,5,1,2,Potential
1004658,331,2494652,1,5,5,At Risk
1004659,118,1152134,2,4,4,At Risk
1004660,20,163466,5,1,1,Potential
1004661,107,1244248,2,4,4,At Risk
1004662,108,650792,2,4,3,At Risk
1004663,220,1618870,1,5,5,At Risk
1004664,19,159326,5,1,1,Potential
1004665,17,188139,5,1,1,Potential
1004666,195,1595581,1,5,5,At Risk
1004667,26,277274,4,2,2,Potential
1004668,18,263428,5,1,2,Potential
1004669,22,177821,4,1,1,Potential
1004670,59,551685,3,3,3,Loyal
1004671,86,1062229,2,4,4,At Risk
1004672,15,111968,5,1,1,Potential
1004673,300,3238593,1,5,5,At Risk
1004674,48,565614,3,3,3,Loyal
1004675,181,1706001,1,5,5,At Risk
1004676,16,138804,5,1,1,Potential
1004677,18,153140,5,1,1,Potential
1004678,51,517235,3,3,3,Loyal
1004679,37,280273,4,2,2,Potential
1004680,180,1611434,1,5,5,At Risk
1004681,91,859543,2,4,4,At Risk
1004682,417,3636549,1,5,5,At Risk
1004683,33,327021,4,2,2,Potential
1004685,95,723570,2,4,4,At Risk
1004686,53,606618,3,3,3,Loyal
1004687,75,835993,2,4,4,At Risk
1004688,66,562855,3,3,3,Loyal
1004689,41,432068,3,3,3,Loyal
1004690,39,356274,4,2,2,Potential
1004691,46,373196,3,3,2,Loyal
1004692,18,210268,5,1,2,Potential
1004693,32,312226,4,2,2,Potential
1004694,37,360230,4,2,2,Potential
1004695,19,106832,5,1,1,Potential
1004696,14,139705,5,1,1,Potential
1004697,87,848942,2,4,4,At Risk
1004698,19,153217,5,1,1,Potential
1004699,90,1006053,2,4,4,At Risk
1004701,31,367236,4,2,2,Potential
1004702,20,207053,5,1,2,Potential
1004703,15,138166,5,1,1,Potential
1004704,175,1118752,1,5,4,At Risk
1004705,134,1194704,2,4,4,At Risk
1004706,58,601504,3,3,3,Loyal
1004707,23,162205,4,2,1,Potential
1004708,209,2079131,1,5,5,At Risk
1004709,26,202243,4,2,1,Potential
1004710,24,208355,4,2,2,Potential
1004711,71,743158,3,3,4,Loyal
1004712,23,126846,4,2,1,Potential
1004713,37,332453,4,2,2,Potential
1004714,36,267611,4,2,2,Potential
1004715,281,2714191,1,5,5,At Risk
1004717,46,427387,3,3,3,Loyal
1004718,74,630336,2,4,3,At Risk
1004719,17,232606,5,1,2,Potential
1004720,20,178780,5,1,1,Potential
1004721,41,407311,3,3,3,Loyal
1004722,22,260504,4,1,2,Potential
1004723,18,163086,5,1,1,Potential
1004724,18,174366,5,1,1,Potential
1004725,544,4689744,1,5,5,At Risk
1004726,174,1487989,1,5,5,At Risk
1004727,31,230538,4,2,2,Potential
1004728,414,3813161,1,5,5,At Risk
1004729,120,1017710,2,4,4,At Risk
1004730,13,132427,5,1,1,Potential
1004731,36,393986,4,2,3,Potential
1004732,387,4024095,1,5,5,At Risk
1004733,65,788581,3,3,4,Loyal
1004734,102,1159715,2,4,4,At Risk
1004735,62,703674,3,3,4,Loyal
1004736,185,1648098,1,5,5,At Risk
1004737,65,698820,3,3,3,Loyal
1004738,94,815021,2,4,4,At Risk
1004739,62,573581,3,3,3,Loyal
1004740,27,223944,4,2,2,Potential
1004741,14,181320,5,1,1,Potential
1004742,137,1218690,2,4,4,At Risk
1004743,17,138693,5,1,1,Potential
1004744,31,295530,4,2,2,Potential
1004745,63,524907,3,3,3,Loyal
1004746,50,457415,3,3,3,Loyal
1004747,140,1659604,2,4,5,At Risk
1004748,201,1914782,1,5,5,At Risk
1004749,9,64640,5,1,1,Potential
1004750,140,1261480,2,4,4,At Risk
1004751,21,167378,5,1,1,Potential
1004752,15,128742,5,1,1,Potential
1004753,45,398736,3,3,3,Loyal
1004755,17,182207,5,1,1,Potential
1004756,21,186841,5,1,1,Potential
1004757,62,633197,3,3,3,Loyal
1004758,18,142575,5,1,1,Potential
1004759,34,314865,4,2,2,Potential
1004760,41,474246,3,3,3,Loyal
1004761,24,202285,4,2,1,Potential
1004762,33,259645,4,2,2,Potential
1004763,32,297860,4,2,2,Potential
1004764,29,262684,4,2,2,Potential
1004765,148,1397538,1,5,5,At Risk
1004766,21,186496,5,1,1,Potential
1004767,27,193189,4,2,1,Potential
1004768,40,408028,3,2,3,Potential
1004769,38,373895,4,2,2,Potential
1004770,15,134330,5,1,1,Potential
1004771,283,2534722,1,5,5,At Risk
1004772,59,625357,3,3,3,Loyal
1004773,61,649133,3,3,3,Loyal
1004774,112,1502208,2,4,5,At Risk
1004775,17,142021,5,1,1,Potential
1004776,11,113809,5,1,1,Potential
1004777,22,304091,4,1,2,Potential
1004778,22,202908,4,1,1,Potential
1004779,102,982831,2,4,4,At Risk
1004780,69,861632,3,3,4,Loyal
1004781,28,227475,4,2,2,Potential
1004782,62,635724,3,3,3,Loyal
1004783,32,414175,4,2,3,Potential
1004784,231,2002598,1,5,5,At Risk
1004785,142,1348201,1,5,4,At Risk
1004786,212,2181891,1,5,5,At Risk
1004787,18,136343,5,1,1,Potential
1004788,173,1412861,1,5,5,At Risk
1004789,168,1683364,1,5,5,At Risk
1004790,217,1825680,1,5,5,At Risk
1004791,145,1196110,1,5,4,At Risk
1004792,16,149104,5,1,1,Potential
1004793,90,634213,2,4,3,At Risk
1004794,58,681705,3,3,3,Loyal
1004795,67,766920,3,3,4,Loyal
1004796,209,1869773,1,5,5,At Risk
1004797,32,282106,4,2,2,Potential
1004798,74,717811,2,4,4,At Risk
1004799,37,272277,4,2,2,Potential
1004800,153,1389999,1,5,5,At Risk
1004801,116,1848731,2,4,5,At Risk
1004802,352,3424604,1,5,5,At Risk
1004803,20,139644,5,1,1,Potential
1004804,30,222520,4,2,2,Potential
1004806,91,1074885,2,4,4,At Risk
1004807,53,501457,3,3,3,Loyal
1004808,524,4596891,1,5,5,At Risk
1004809,91,794877,2,4,4,At Risk
1004810,106,1200444,2,4,4,At Risk
1004811,19,198968,5,1,1,Potential
1004812,86,1015469,2,4,4,At Risk
1004813,68,592293,3,3,3,Loyal
1004814,99,940323,2,4,4,At Risk
1004815,123,1368625,2,4,5,At Risk
1004817,45,579484,3,3,3,Loyal
1004818,26,246373,4,2,2,Potential
1004819,313,2855437,1,5,5,At Risk
1004820,15,112331,5,1,1,Potential
1004821,128,1071001,2,4,4,At Risk
1004822,19,146736,5,1,1,Potential
1004823,261,2214878,1,5,5,At Risk
1004824,138,1224130,2,4,4,At Risk
1004825,25,324749,4,2,2,Potential
1004826,90,1022934,2,4,4,At Risk
1004827,34,278358,4,2,2,Potential
1004828,49,392899,3,3,3,Loyal
1004829,182,1860738,1,5,5,At Risk
1004830,66,641039,3,3,3,Loyal
1004831,137,1254553,2,4,4,At Risk
1004832,78,713275,2,4,4,At Risk
1004833,51,599280,3,3,3,Loyal
1004834,156,1427202,1,5,5,At Risk
1004836,36,291209,4,2,2,Potential
1004837,181,1356929,1,5,5,At Risk
1004838,22,213096,4,1,2,Potential
1004839,11,66471,5,1,1,Potential
1004840,49,449719,3,3,3,Loyal
1004841,56,606641,3,3,3,Loyal
1004842,35,348455,4,2,2,Potential
1004843,72,685066,2,3,3,At Risk
1004844,21,223433,5,1,2,Potential
1004845,95,811494,2,4,4,At Risk
1004846,19,132242,5,1,1,Potential
1004847,46,511856,3,3,3,Loyal
1004848,35,486757,4,2,3,Potential
1004849,87,815301,2,4,4,At Risk
1004850,22,222654,4,1,2,Potential
1004851,17,136096,5,1,1,Potential
1004852,132,1173060,2,4,4,At Risk
1004853,24,316950,4,2,2,Potential
1004854,98,835369,2,4,4,At Risk
1004855,118,926987,2,4,4,At Risk
1004856,56,613634,3,3,3,Loyal
1004857,27,299510,4,2,2,Potential
1004858,61,690728,3,3,3,Loyal
1004859,30,267224,4,2,2,Potential
1004860,20,194818,5,1,1,Potential
1004861,120,1288112,2,4,4,At Risk
1004862,56,645386,3,3,3,Loyal
1004863,20,143085,5,1,1,Potential
1004864,27,234136,4,2,2,Potential
1004865,143,1162483,1,5,4,At Risk
1004866,33,263725,4,2,2,Potential
1004867,351,3273799,1,5,5,At Risk
1004868,94,954431,2,4,4,At Risk
1004869,172,1369756,1,5,5,At Risk
1004870,64,566373,3,3,3,Loyal
1004871,12,108545,5,1,1,Potential
1004872,18,151926,5,1,1,Potential
1004873,16,180787,5,1,1,Potential
1004874,22,315664,4,1,2,Potential
1004875,59,534997,3,3,3,Loyal
1004876,22,211102,4,1,2,Potential
1004877,52,557778,3,3,3,Loyal
1004878,25,186766,4,2,1,Potential
1004879,254,2212058,1,5,5,At Risk
1004880,13,86300,5,1,1,Potential
1004881,11,108841,5,1,1,Potential
1004882,119,1218140,2,4,4,At Risk
1004883,27,149529,4,2,1,Potential
1004884,227,2419301,1,5,5,At Risk
1004885,18,250011,5,1,2,Potential
1004886,50,653643,3,3,3,Loyal
1004887,233,1861125,1,5,5,At Risk
1004888,159,1506422,1,5,5,At Risk
1004889,146,1808669,1,5,5,At Risk
1004890,109,809171,2,4,4,At Risk
1004891,18,150704,5,1,1,Potential
1004892,63,586346,3,3,3,Loyal
1004893,46,611107,3,3,3,Loyal
1004894,27,315609,4,2,2,Potential
1004895,44,487177,3,3,3,Loyal
1004896,30,227204,4,2,2,Potential
1004897,225,2260275,1,5,5,At Risk
1004898,130,1384201,2,4,5,At Risk
1004899,135,1184900,2,4,4,At Risk
1004900,14,113988,5,1,1,Potential
1004901,104,1187816,2,4,4,At Risk
1004902,80,707219,2,4,4,At Risk
1004903,31,333930,4,2,2,Potential
1004904,222,2722481,1,5,5,At Risk
1004905,60,498234,3,3,3,Loyal
1004906,127,1483819,2,4,5,At Risk
1004907,101,815502,2,4,4,At Risk
1004908,66,734487,3,3,4,Loyal
1004909,71,617038,3,3,3,Loyal
1004910,30,336462,4,2,2,Potential
1004911,43,334151,3,3,2,Loyal
1004912,12,80084,5,1,1,Potential
1004913,29,277601,4,2,2,Potential
1004914,31,255507,4,2,2,Potential
1004915,53,570688,3,3,3,Loyal
1004916,93,419864,2,4,3,At Risk
1004917,144,1103460,1,5,4,At Risk
1004918,182,1732624,1,5,5,At Risk
1004919,19,202156,5,1,1,Potential
1004920,28,345396,4,2,2,Potential
1004921,118,1298004,2,4,4,At Risk
1004922,103,910524,2,4,4,At Risk
1004923,16,138498,5,1,1,Potential
1004924,23,224011,4,2,2,Potential
1004925,26,223789,4,2,2,Potential
1004926,10,88392,5,1,1,Potential
1004927,71,825741,3,3,4,Loyal
1004928,187,1384909,1,5,5,At Risk
1004929,22,197191,4,1,1,Potential
1004930,59,532436,3,3,3,Loyal
1004931,46,513422,3,3,3,Loyal
1004933,169,1666985,1,5,5,At Risk
1004934,104,724818,2,4,4,At Risk
1004935,14,108870,5,1,1,Potential
1004936,28,279181,4,2,2,Potential
1004937,121,1115681,2,4,4,At Risk
1004938,14,101507,5,1,1,Potential
1004939,97,840468,2,4,4,At Risk
1004940,149,1334921,1,5,4,At Risk
1004941,15,138749,5,1,1,Potential
1004942,160,1497459,1,5,5,At Risk
1004943,13,103982,5,1,1,Potential
1004944,14,190509,5,1,1,Potential
1004945,83,788695,2,4,4,At Risk
1004946,154,1271605,1,5,4,At Risk
1004947,58,597364,3,3,3,Loyal
1004948,288,2112647,1,5,5,At Risk
1004949,19,196465,5,1,1,Potential
1004950,251,2121718,1,5,5,At Risk
1004951,178,1653140,1,5,5,At Risk
1004952,46,384721,3,3,3,Loyal
1004953,113,1274872,2,4,4,At Risk
1004954,79,532805,2,4,3,At Risk
1004955,17,81201,5,1,1,Potential
1004956,130,1207068,2,4,4,At Risk
1004957,416,3312522,1,5,5,At Risk
1004958,257,2093816,1,5,5,At Risk
1004960,42,417911,3,3,3,Loyal
1004961,91,876154,2,4,4,At Risk
1004962,136,1280641,2,4,4,At Risk
1004963,79,727216,2,4,4,At Risk
1004964,246,2181186,1,5,5,At Risk
1004965,72,834098,2,3,4,At Risk
1004966,31,433892,4,2,3,Potential
1004967,59,680003,3,3,3,Loyal
1004968,11,162147,5,1,1,Potential
1004969,19,150456,5,1,1,Potential
1004970,20,177886,5,1,1,Potential
1004971,15,116918,5,1,1,Potential
1004972,189,1651406,1,5,5,At Risk
1004973,102,854727,2,4,4,At Risk
1004974,17,167910,5,1,1,Potential
1004975,88,924862,2,4,4,At Risk
1004976,33,322906,4,2,2,Potential
1004977,102,880858,2,4,4,At Risk
1004978,46,514124,3,3,3,Loyal
1004979,498,3798201,1,5,5,At Risk
1004980,112,975525,2,4,4,At Risk
1004982,24,353095,4,2,2,Potential
1004983,85,825482,2,4,4,At Risk
1004984,116,898492,2,4,4,At Risk
1004985,87,1187686,2,4,4,At Risk
1004986,17,242774,5,1,2,Potential
1004987,42,545667,3,3,3,Loyal
1004988,17,145912,5,1,1,Potential
1004989,42,389969,3,3,3,Loyal
1004990,30,348853,4,2,2,Potential
1004991,7,52371,5,1,1,Potential
1004992,11,104210,5,1,1,Potential
1004993,29,242832,4,2,2,Potential
1004994,68,838310,3,3,4,Loyal
1004995,210,1708419,1,5,5,At Risk
1004996,13,196881,5,1,1,Potential
1004997,30,196013,4,2,1,Potential
1004998,38,338798,4,2,2,Potential
1004999,35,319738,4,2,2,Potential
1005000,216,2418670,1,5,5,At Risk
1005001,116,996711,2,4,4,At Risk
1005002,143,1327902,1,5,4,At Risk
1005003,21,279382,5,1,2,Potential
1005004,25,181347,4,2,1,Potential
1005005,242,1928522,1,5,5,At Risk
1005006,22,243142,4,1,2,Potential
1005007,15,149249,5,1,1,Potential
1005008,115,1410383,2,4,5,At Risk
1005009,37,375158,4,2,2,Potential
1005010,34,330055,4,2,2,Potential
1005011,329,3413020,1,5,5,At Risk
1005012,12,63924,5,1,1,Potential
1005013,45,431994,3,3,3,Loyal
1005014,77,747356,2,4,4,At Risk
1005015,348,3352326,1,5,5,At Risk
1005016,41,270493,3,3,2,Loyal
1005017,19,246538,5,1,2,Potential
1005018,143,1311214,1,5,4,At Risk
1005019,104,909887,2,4,4,At Risk
1005020,52,585873,3,3,3,Loyal
1005021,103,969625,2,4,4,At Risk
1005023,69,494613,3,3,3,Loyal
1005024,49,432195,3,3,3,Loyal
1005025,66,654171,3,3,3,Loyal
1005026,465,3547435,1,5,5,At Risk
1005027,13,125405,5,1,1,Potential
1005028,15,101275,5,1,1,Potential
1005029,85,830422,2,4,4,At Risk
1005030,14,138484,5,1,1,Potential
1005031,28,240545,4,2,2,Potential
1005032,60,489656,3,3,3,Loyal
1005033,28,163363,4,2,1,Potential
1005034,83,986327,2,4,4,At Risk
1005035,137,1216263,2,4,4,At Risk
1005036,25,207038,4,2,2,Potential
1005037,67,643400,3,3,3,Loyal
1005038,124,1071042,2,4,4,At Risk
1005039,206,1358985,1,5,5,At Risk
1005040,62,621267,3,3,3,Loyal
1005041,55,566147,3,3,3,Loyal
1005042,205,1494044,1,5,5,At Risk
1005043,9,91125,5,1,1,Potential
1005044,79,657311,2,4,3,At Risk
1005045,21,132912,5,1,1,Potential
1005046,494,4765825,1,5,5,At Risk
1005047,187,1788615,1,5,5,At Risk
1005048,49,449961,3,3,3,Loyal
1005049,117,1184573,2,4,4,At Risk
1005050,48,440927,3,3,3,Loyal
1005051,15,117889,5,1,1,Potential
1005052,14,169608,5,1,1,Potential
1005053,128,1446313,2,4,5,At Risk
1005054,409,3254705,1,5,5,At Risk
1005055,26,243035,4,2,2,Potential
1005056,103,1122351,2,4,4,At Risk
1005057,46,447507,3,3,3,Loyal
1005058,29,217934,4,2,2,Potential
1005059,80,961243,2,4,4,At Risk
1005060,49,429616,3,3,3,Loyal
1005061,111,904639,2,4,4,At Risk
1005062,13,152624,5,1,1,Potential
1005063,62,566955,3,3,3,Loyal
1005064,62,694663,3,3,3,Loyal
1005065,148,1409415,1,5,5,At Risk
1005066,20,203684,5,1,1,Potential
1005067,22,195035,4,1,1,Potential
1005068,38,307904,4,2,2,Potential
1005069,18,332823,5,1,2,Potential
1005070,278,2394785,1,5,5,At Risk
1005071,42,573280,3,3,3,Loyal
1005072,32,351099,4,2,2,Potential
1005074,427,3674789,1,5,5,At Risk
1005075,34,435935,4,2,3,Potential
1005076,61,516959,3,3,3,Loyal
1005077,238,2124960,1,5,5,At Risk
1005078,39,366943,4,2,2,Potential
1005079,42,351263,3,3,2,Loyal
1005080,47,473323,3,3,3,Loyal
1005081,60,530210,3,3,3,Loyal
1005082,123,1060113,2,4,4,At Risk
1005083,152,1358737,1,5,5,At Risk
1005084,146,854906,1,5,4,At Risk
1005085,118,1157853,2,4,4,At Risk
1005086,100,999144,2,4,4,At Risk
1005087,167,1375402,1,5,5,At Risk
1005088,18,224500,5,1,2,Potential
1005089,20,181305,5,1,1,Potential
1005090,254,2663682,1,5,5,At Risk
1005091,161,1689786,1,5,5,At Risk
1005092,45,392813,3,3,3,Loyal
1005094,33,493491,4,2,3,Potential
1005095,23,202325,4,2,1,Potential
1005096,153,1325171,1,5,4,At Risk
1005097,77,630135,2,4,3,At Risk
1005098,109,845522,2,4,4,At Risk
1005099,120,1118402,2,4,4,At Risk
1005100,479,4688662,1,5,5,At Risk
1005101,33,227662,4,2,2,Potential
1005102,84,981106,2,4,4,At Risk
1005103,168,2298016,1,5,5,At Risk
1005104,32,438921,4,2,3,Potential
1005105,52,403785,3,3,3,Loyal
1005106,50,424567,3,3,3,Loyal
1005107,350,2645191,1,5,5,At Risk
1005108,215,1562344,1,5,5,At Risk
1005109,68,538104,3,3,3,Loyal
1005110,13,135420,5,1,1,Potential
1005111,475,3742050,1,5,5,At Risk
1005112,178,1509476,1,5,5,At Risk
1005113,286,1821798,1,5,5,At Risk
1005114,80,722532,2,4,4,At Risk
1005115,21,207902,5,1,2,Potential
1005116,15,135466,5,1,1,Potential
1005117,9,49668,5,1,1,Potential
1005118,69,740271,3,3,4,Loyal
1005119,14,97664,5,1,1,Potential
1005120,111,1145075,2,4,4,At Risk
1005121,107,985393,2,4,4,At Risk
1005122,12,150420,5,1,1,Potential
1005123,59,481654,3,3,3,Loyal
1005124,161,1352979,1,5,4,At Risk
1005125,18,205365,5,1,2,Potential
1005126,80,749431,2,4,4,At Risk
1005127,28,293036,4,2,2,Potential
1005128,55,624396,3,3,3,Loyal
1005129,62,634231,3,3,3,Loyal
1005131,215,1865993,1,5,5,At Risk
1005132,38,453566,4,2,3,Potential
1005133,35,300862,4,2,2,Potential
1005134,54,540222,3,3,3,Loyal
1005135,45,373172,3,3,2,Loyal
1005136,123,1215190,2,4,4,At Risk
1005137,67,574738,3,3,3,Loyal
1005138,88,711818,2,4,4,At Risk
1005139,73,572475,2,4,3,At Risk
1005140,222,1937859,1,5,5,At Risk
1005141,24,327115,4,2,2,Potential
1005142,185,1904097,1,5,5,At Risk
1005143,58,641433,3,3,3,Loyal
1005144,19,155582,5,1,1,Potential
1005145,11,84162,5,1,1,Potential
1005146,18,155488,5,1,1,Potential
1005147,26,299633,4,2,2,Potential
1005148,57,517525,3,3,3,Loyal
1005149,18,189151,5,1,1,Potential
1005150,19,195562,5,1,1,Potential
1005151,80,486672,2,4,3,At Risk
1005152,18,145731,5,1,1,Potential
1005153,258,1760581,1,5,5,At Risk
1005154,22,311368,4,1,2,Potential
1005155,13,95959,5,1,1,Potential
1005156,183,2052693,1,5,5,At Risk
1005157,54,530292,3,3,3,Loyal
1005158,103,876746,2,4,4,At Risk
1005159,12,105961,5,1,1,Potential
1005160,16,137404,5,1,1,Potential
1005161,191,1672032,1,5,5,At Risk
1005162,21,230561,5,1,2,Potential
1005163,292,2422033,1,5,5,At Risk
1005164,45,438843,3,3,3,Loyal
1005165,62,608473,3,3,3,Loyal
1005166,68,699482,3,3,4,Loyal
1005167,84,1027107,2,4,4,At Risk
1005168,13,114884,5,1,1,Potential
1005169,70,776146,3,3,4,Loyal
1005170,42,470081,3,3,3,Loyal
1005171,10,134890,5,1,1,Potential
1005172,254,2143927,1,5,5,At Risk
1005173,75,903437,2,4,4,At Risk
1005174,11,125972,5,1,1,Potential
1005175,18,157541,5,1,1,Potential
1005176,25,207445,4,2,2,Potential
1005177,56,643363,3,3,3,Loyal
1005178,157,1211800,1,5,4,At Risk
1005179,20,236986,5,1,2,Potential
1005180,71,727416,3,3,4,Loyal
1005181,26,278252,4,2,2,Potential
1005182,161,1467237,1,5,5,At Risk
1005183,55,515453,3,3,3,Loyal
1005184,180,1744759,1,5,5,At Risk
1005185,153,1176153,1,5,4,At Risk
1005186,43,501264,3,3,3,Loyal
1005187,72,735762,2,3,4,At Risk
1005190,21,183897,5,1,1,Potential
1005191,24,229417,4,2,2,Potential
1005192,15,168567,5,1,1,Potential
1005193,115,1012557,2,4,4,At Risk
1005194,36,308618,4,2,2,Potential
1005195,43,472326,3,3,3,Loyal
1005196,35,204519,4,2,1,Potential
1005197,69,668704,3,3,3,Loyal
1005198,158,1068556,1,5,4,At Risk
1005199,24,238559,4,2,2,Potential
1005200,32,366329,4,2,2,Potential
1005201,59,507567,3,3,3,Loyal
1005202,20,154740,5,1,1,Potential
1005203,19,178236,5,1,1,Potential
1005204,24,263678,4,2,2,Potential
1005205,218,1992482,1,5,5,At Risk
1005206,12,119526,5,1,1,Potential
1005207,13,104148,5,1,1,Potential
1005208,74,925904,2,4,4,At Risk
1005209,80,885913,2,4,4,At Risk
1005210,35,381788,4,2,2,Potential
1005212,19,246496,5,1,2,Potential
1005213,21,155185,5,1,1,Potential
1005214,21,118403,5,1,1,Potential
1005215,10,123427,5,1,1,Potential
1005216,12,86790,5,1,1,Potential
1005217,82,786077,2,4,4,At Risk
1005218,28,355716,4,2,2,Potential
1005219,67,947558,3,3,4,Loyal
1005220,390,3257059,1,5,5,At Risk
1005221,16,138094,5,1,1,Potential
1005222,179,1397361,1,5,5,At Risk
1005223,134,1047286,2,4,4,At Risk
1005224,16,135324,5,1,1,Potential
1005225,115,1075487,2,4,4,At Risk
1005226,45,544117,3,3,3,Loyal
1005228,14,127152,5,1,1,Potential
1005229,36,370087,4,2,2,Potential
1005230,75,862102,2,4,4,At Risk
1005231,18,206095,5,1,2,Potential
1005232,74,858600,2,4,4,At Risk
1005233,60,593757,3,3,3,Loyal
1005234,109,946943,2,4,4,At Risk
